block_timestamp,transaction_hash,chainId,chainName,rootBundleId,leafId,l2TokenAddress,l2TokenNameAddress,refundAddress,refundAmount,refundAmountConverted,amountToReturn,AmountConvertedToReturn,deferredRefunds,caller
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0x07ae8551be970cb1cca11dd7a11f47ae82e70e67,374766713267912064,0.37476671326791205,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0x699ee12a1d97437a4a1e87c71e5d882b3881e2e3,196751065287522092,0.1967510652875221,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,20000174059737867,0.020000174059737866,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0x96ae533814f9a128333a2914a631b9ae690e2b0a,14935843602346712,0.014935843602346711,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0x852f57dd17edbb0bedae8c55dd4b20feb3133089,9975000000000000,0.009975,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0xcad97616f91872c02ba3553db315db4015cbe850,5550624221740901,0.005550624221740901,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0xef1ec136931ab5728b0783fd87d109c9d15d31f1,1470000000000000,0.00147,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0x2f9d1d528b055e5fad132f65be128551f1c4a503,1416481206241389,0.001416481206241389,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0x15652636f3898f550b257b89926d5566821c32e1,770000000000000,0.00077,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,32,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT,0xef1ec136931ab5728b0783fd87d109c9d15d31f1,7184041404,7184.041404,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,32,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT,0x1b59718eafa2bffe5318e07c1c3cb2edde354f9c,519701858,519.701858,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,32,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT,0x15652636f3898f550b257b89926d5566821c32e1,422000000,422.0,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,32,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT,0x699ee12a1d97437a4a1e87c71e5d882b3881e2e3,63939962,63.939962,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,31,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0xcad97616f91872c02ba3553db315db4015cbe850,60556859368,60556.859368,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,31,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0xfc0a7211882391717cedf446889af99ca4168093,35449425043,35449.425043,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,31,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,2301412018,2301.412018,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,31,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0xef1ec136931ab5728b0783fd87d109c9d15d31f1,1963250000,1963.25,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,31,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0x07ae8551be970cb1cca11dd7a11f47ae82e70e67,493684597,493.684597,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,31,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0x699ee12a1d97437a4a1e87c71e5d882b3881e2e3,431871015,431.871015,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,31,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0x852f57dd17edbb0bedae8c55dd4b20feb3133089,140251214,140.251214,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,Arbitrum,15858,31,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0x15652636f3898f550b257b89926d5566821c32e1,9990000,9.99,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,34,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT,0x699ee12a1d97437a4a1e87c71e5d882b3881e2e3,4673723732,4673.723732,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,34,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT,0x1b59718eafa2bffe5318e07c1c3cb2edde354f9c,506213802,506.213802,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,34,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT,0x07ae8551be970cb1cca11dd7a11f47ae82e70e67,4956250,4.95625,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,33,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,DAI,0x07ae8551be970cb1cca11dd7a11f47ae82e70e67,1735691358706283464173,1735.6913587062836,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,31,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0x07ae8551be970cb1cca11dd7a11f47ae82e70e67,367832044504358851,0.36783204450435886,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,31,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0x699ee12a1d97437a4a1e87c71e5d882b3881e2e3,122615256684544646,0.12261525668454464,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,31,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0xcad97616f91872c02ba3553db315db4015cbe850,40127999999999999,0.040128,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,31,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,10645561736179774,0.010645561736179775,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,31,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0x15652636f3898f550b257b89926d5566821c32e1,7717789854905279,0.007717789854905279,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,31,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0xef1ec136931ab5728b0783fd87d109c9d15d31f1,7233168944890097,0.007233168944890097,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,32,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0xcad97616f91872c02ba3553db315db4015cbe850,22219748255,22219.748255,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:13:51.000000 UTC,0xcb91bdcc2758847e7897128d7a4754abfab4b56d530a07f65bdcdb186ae3d4b1,42161,Arbitrum,15857,32,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,14403445714,14403.445714,0,0.0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
